CUI1,VER_START,VER_END,Cardinality,CUI2,Code Set,Version Month
250716,RXNORM_14AA_140707F,RXNORM_14AA_140707F,1,1542920,RxNorm,2024-02-05
250717,RXNORM_14AA_140707F,RXNORM_14AA_140707F,1,1542921,RxNorm,2024-02-05
250720,RXNORM_16AB_170206F,RXNORM_16AB_170206F,1,250720,RxNorm,2024-02-05
250721,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,1191336,RxNorm,2024-02-05
250729,RXNORM_10AA_100607F,RXNORM_10AA_100607F,1,994847,RxNorm,2024-02-05
250731,RXNORM_10AB_110103F,RXNORM_10AB_110103F,1,1086278,RxNorm,2024-02-05
250741,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,250741,RxNorm,2024-02-05
250743,RXNORM_17AA_170905F,RXNORM_19AB_200302F,1,250743,RxNorm,2024-02-05
250745,RXNORM_12AB_130401F,RXNORM_12AB_130401F,1,250745,RxNorm,2024-02-05
250747,RXNORM_16AB_170206F,RXNORM_16AB_170206F,1,250747,RxNorm,2024-02-05
250755,RXNORM_04AC_050210F,RXNORM_09AA_091005F,1,855622,RxNorm,2024-02-05
250761,RXNORM_04AC_050210F,RXNORM_09AA_090706F,1,857668,RxNorm,2024-02-05
250762,RXNORM_04AC_050210F,RXNORM_09AA_090706F,1,857666,RxNorm,2024-02-05
250764,RXNORM_04AC_050210F,RXNORM_09AA_091005F,1,422658,RxNorm,2024-02-05
250765,RXNORM_04AC_050210F,RXNORM_09AA_091005F,1,422657,RxNorm,2024-02-05
250771,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,992904,RxNorm,2024-02-05
250772,RXNORM_09AB_100405F,RXNORM_09AB_100405F,1,892795,RxNorm,2024-02-05
250773,RXNORM_10AA_100706F,RXNORM_10AA_100706F,1,998552,RxNorm,2024-02-05
250777,RXNORM_11AB_120103F,RXNORM_11AB_120103F,1,1236184,RxNorm,2024-02-05
250782,RXNORM_16AB_170206F,RXNORM_16AB_170206F,1,250782,RxNorm,2024-02-05
250794,RXNORM_10AA_101004F,RXNORM_10AA_101004F,1,1000378,RxNorm,2024-02-05
250799,RXNORM_11AA_110705F,RXNORM_11AA_110705F,1,1115987,RxNorm,2024-02-05
250800,RXNORM_10AA_101004F,RXNORM_10AA_101004F,1,977890,RxNorm,2024-02-05
250801,RXNORM_10AA_101004F,RXNORM_10AA_101004F,1,977945,RxNorm,2024-02-05
250808,RXNORM_11AA_110906F,RXNORM_11AA_111003F,1,618746,RxNorm,2024-02-05
250810,RXNORM_11AA_110906F,RXNORM_11AA_111003F,1,618747,RxNorm,2024-02-05
250813,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,250813,RxNorm,2024-02-05
250823,RXNORM_11AA_110705F,RXNORM_11AA_110705F,1,1115591,RxNorm,2024-02-05
250824,RXNORM_12AB_130304F,RXNORM_12AB_130304F,1,1100572,RxNorm,2024-02-05
250825,RXNORM_17AA_170905F,RXNORM_19AA_190603F,1,250825,RxNorm,2024-02-05
250826,RXNORM_13AB_140407F,RXNORM_13AB_140407F,1,1370211,RxNorm,2024-02-05
250844,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,150947,RxNorm,2024-02-05
250863,RXNORM_10AA_101004F,RXNORM_10AA_101004F,1,905292,RxNorm,2024-02-05
250866,RXNORM_04AC_050210F,RXNORM_09AA_091005F,1,855639,RxNorm,2024-02-05
250870,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,250870,RxNorm,2024-02-05
250874,RXNORM_04AC_050210F,RXNORM_09AA_091005F,1,855631,RxNorm,2024-02-05
250888,RXNORM_17AA_170905F,RXNORM_19AA_190701F,1,250888,RxNorm,2024-02-05
250897,RXNORM_15AB_160307F,RXNORM_15AB_160307F,1,250897,RxNorm,2024-02-05
250911,RXNORM_11AB_120103F,RXNORM_11AB_120103F,1,1236196,RxNorm,2024-02-05
250915,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,250915,RxNorm,2024-02-05
250941,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1292350,RxNorm,2024-02-05
250958,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1292883,RxNorm,2024-02-05
250974,RXNORM_10AB_110404F,RXNORM_10AB_110404F,1,1099720,RxNorm,2024-02-05
250987,RXNORM_16AA_160801F,RXNORM_16AA_160801F,1,250987,RxNorm,2024-02-05
251007,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1293995,RxNorm,2024-02-05
251008,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1293998,RxNorm,2024-02-05
251010,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1293999,RxNorm,2024-02-05
251023,RXNORM_17AA_170905F,RXNORM_19AB_191104F,1,251023,RxNorm,2024-02-05
251036,RXNORM_04AC_050210F,RXNORM_09AA_091005F,1,834312,RxNorm,2024-02-05
251039,RXNORM_15AB_160201F,RXNORM_15AB_160201F,1,251039,RxNorm,2024-02-05
251046,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1251590,RxNorm,2024-02-05
251050,RXNORM_17AA_170905F,RXNORM_19AA_191007F,1,2204778,RxNorm,2024-02-05
251061,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,251061,RxNorm,2024-02-05
251066,RXNORM_17AA_170905F,RXNORM_19AA_190903F,1,251066,RxNorm,2024-02-05
251073,RXNORM_17AA_170905F,RXNORM_19AA_190603F,1,251073,RxNorm,2024-02-05
251081,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,251081,RxNorm,2024-02-05
251107,RXNORM_17AA_170905F,RXNORM_19AA_190603F,1,251107,RxNorm,2024-02-05
251108,RXNORM_17AA_170905F,RXNORM_19AA_190603F,1,251108,RxNorm,2024-02-05
251121,RXNORM_17AA_170905F,RXNORM_17AA_171002F,1,251121,RxNorm,2024-02-05
251122,RXNORM_17AA_170905F,RXNORM_17AA_171002F,1,251122,RxNorm,2024-02-05
251129,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,251129,RxNorm,2024-02-05
251131,RXNORM_10AA_100607F,RXNORM_10AA_100607F,1,995241,RxNorm,2024-02-05
251132,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,251132,RxNorm,2024-02-05
251134,RXNORM_16AA_160801F,RXNORM_16AA_160801F,1,251134,RxNorm,2024-02-05
251136,RXNORM_04AC_050210F,RXNORM_09AA_090706F,1,251136,RxNorm,2024-02-05
251144,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,251144,RxNorm,2024-02-05
251160,RXNORM_09AB_100201F,RXNORM_09AB_100201F,1,898622,RxNorm,2024-02-05
251162,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1294455,RxNorm,2024-02-05
251165,RXNORM_10AB_110404F,RXNORM_10AB_110404F,1,1099715,RxNorm,2024-02-05
251174,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,1249024,RxNorm,2024-02-05
251185,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1291280,RxNorm,2024-02-05
251192,RXNORM_16AA_160801F,RXNORM_16AA_160801F,1,251192,RxNorm,2024-02-05
251193,RXNORM_13AA_130506F,RXNORM_13AA_130506F,1,1423718,RxNorm,2024-02-05
251195,RXNORM_16AA_160801F,RXNORM_16AA_160801F,1,251195,RxNorm,2024-02-05
251199,RXNORM_17AA_170905F,RXNORM_19AA_190903F,1,251199,RxNorm,2024-02-05
251202,RXNORM_04AC_050210F,RXNORM_09AB_091102F,1,251202,RxNorm,2024-02-05
251214,RXNORM_12AB_121105F,RXNORM_12AB_121105F,1,1359381,RxNorm,2024-02-05
251250,RXNORM_12AA_120604F,RXNORM_12AA_120604F,1,1299768,RxNorm,2024-02-05
251253,RXNORM_04AC_050210F,RXNORM_09AA_091005F,1,857705,RxNorm,2024-02-05
251262,RXNORM_09AB_100405F,RXNORM_09AB_100405F,1,864984,RxNorm,2024-02-05
251264,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1292313,RxNorm,2024-02-05
251271,RXNORM_09AB_100201F,RXNORM_09AB_100201F,1,898624,RxNorm,2024-02-05
251276,RXNORM_12AA_120904F,RXNORM_12AA_120904F,1,1307984,RxNorm,2024-02-05
251277,RXNORM_10AA_101004F,RXNORM_10AA_101004F,1,992774,RxNorm,2024-02-05
251282,RXNORM_16AB_170206F,RXNORM_16AB_170206F,1,251282,RxNorm,2024-02-05
251286,RXNORM_17AA_170905F,RXNORM_19AA_190701F,1,2178059,RxNorm,2024-02-05
251289,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1293988,RxNorm,2024-02-05
251306,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,977907,RxNorm,2024-02-05
251320,RXNORM_17AA_170905F,RXNORM_19AB_200302F,1,251320,RxNorm,2024-02-05
251323,RXNORM_04AC_050210F,RXNORM_09AB_100104F,1,895185,RxNorm,2024-02-05
251327,RXNORM_10AA_100706F,RXNORM_10AA_100706F,1,997014,RxNorm,2024-02-05
251328,RXNORM_09AB_100405F,RXNORM_09AB_100405F,1,863758,RxNorm,2024-02-05
251329,RXNORM_12AB_130107F,RXNORM_12AB_130107F,1,1367154,RxNorm,2024-02-05
251334,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,865146,RxNorm,2024-02-05
251341,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,1233694,RxNorm,2024-02-05
251342,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1233698,RxNorm,2024-02-05
251360,RXNORM_11AB_120103F,RXNORM_11AB_120103F,1,1236224,RxNorm,2024-02-05
251361,RXNORM_11AB_120103F,RXNORM_11AB_120103F,1,1236089,RxNorm,2024-02-05
251366,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,251366,RxNorm,2024-02-05
251368,RXNORM_17AA_170905F,RXNORM_20AA_200601F,1,251368,RxNorm,2024-02-05
251369,RXNORM_10AA_101004F,RXNORM_10AA_101004F,1,996734,RxNorm,2024-02-05
251383,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1293963,RxNorm,2024-02-05
251390,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,251390,RxNorm,2024-02-05
251391,RXNORM_11AA_110906F,RXNORM_11AA_111003F,1,1190800,RxNorm,2024-02-05
251413,RXNORM_11AA_110705F,RXNORM_11AA_110705F,2,1115984,RxNorm,2024-02-05
251413,RXNORM_11AA_110705F,RXNORM_11AA_110705F,2,1115985,RxNorm,2024-02-05
251418,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234854,RxNorm,2024-02-05
251419,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234838,RxNorm,2024-02-05
251437,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234851,RxNorm,2024-02-05
251439,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234849,RxNorm,2024-02-05
251441,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234501,RxNorm,2024-02-05
251478,RXNORM_17AA_170905F,RXNORM_20AA_200803F,1,2391564,RxNorm,2024-02-05
251512,RXNORM_04AC_050210F,RXNORM_09AB_100104F,1,892237,RxNorm,2024-02-05
251541,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,251541,RxNorm,2024-02-05
251583,RXNORM_17AA_170905F,RXNORM_19AA_190805F,1,251583,RxNorm,2024-02-05
251584,RXNORM_17AA_170905F,RXNORM_19AA_190805F,1,251584,RxNorm,2024-02-05
251591,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,251591,RxNorm,2024-02-05
251601,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,725094,RxNorm,2024-02-05
251610,RXNORM_10AA_100607F,RXNORM_10AA_100607F,1,994809,RxNorm,2024-02-05
251637,RXNORM_11AB_120103F,RXNORM_11AB_120103F,1,1236244,RxNorm,2024-02-05
251641,RXNORM_16AB_170103F,RXNORM_16AB_170103F,1,251641,RxNorm,2024-02-05
251649,RXNORM_17AA_170905F,RXNORM_19AB_191104F,1,251649,RxNorm,2024-02-05
251654,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234819,RxNorm,2024-02-05
251660,RXNORM_11AB_120103F,RXNORM_11AB_120103F,1,1236119,RxNorm,2024-02-05
251666,RXNORM_16AB_170103F,RXNORM_16AB_170103F,1,251666,RxNorm,2024-02-05
251672,RXNORM_16AB_161107F,RXNORM_16AB_161107F,1,251672,RxNorm,2024-02-05
251677,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,251677,RxNorm,2024-02-05
251683,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,251683,RxNorm,2024-02-05
251708,RXNORM_15AB_160307F,RXNORM_15AB_160307F,1,251708,RxNorm,2024-02-05
251714,RXNORM_11AA_110801F,RXNORM_11AA_110801F,1,1119304,RxNorm,2024-02-05
251723,RXNORM_10AB_110404F,RXNORM_10AB_110404F,1,1099734,RxNorm,2024-02-05
251733,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,251733,RxNorm,2024-02-05
251747,RXNORM_10AA_100907F,RXNORM_10AA_100907F,1,1013002,RxNorm,2024-02-05
251748,RXNORM_04AC_050210F,RXNORM_09AA_090706F,1,856867,RxNorm,2024-02-05
251760,RXNORM_17AA_170905F,RXNORM_20AA_200504F,1,251760,RxNorm,2024-02-05
251764,RXNORM_17AA_170905F,RXNORM_19AB_200302F,1,251764,RxNorm,2024-02-05
251766,RXNORM_17AA_170905F,RXNORM_19AB_200302F,1,251766,RxNorm,2024-02-05
251783,RXNORM_04AC_050210F,RXNORM_09AA_091005F,1,834295,RxNorm,2024-02-05
251786,RXNORM_15AB_151207F,RXNORM_15AB_151207F,1,251786,RxNorm,2024-02-05
251787,RXNORM_15AB_151207F,RXNORM_15AB_151207F,1,251787,RxNorm,2024-02-05
251789,RXNORM_16AA_160502F,RXNORM_16AA_160502F,1,251789,RxNorm,2024-02-05
251802,RXNORM_10AA_100907F,RXNORM_10AA_100907F,1,1011326,RxNorm,2024-02-05
251808,RXNORM_11AA_110906F,RXNORM_11AA_111003F,1,1190846,RxNorm,2024-02-05
251821,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1292889,RxNorm,2024-02-05
251822,RXNORM_17AA_170501F,RXNORM_17AA_170501F,1,251822,RxNorm,2024-02-05
251832,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,251832,RxNorm,2024-02-05
251835,RXNORM_17AA_170905F,RXNORM_19AA_190603F,1,2173939,RxNorm,2024-02-05
251844,RXNORM_04AC_050210F,RXNORM_09AA_090803F,1,858994,RxNorm,2024-02-05
251870,RXNORM_16AA_160801F,RXNORM_16AA_160801F,1,251870,RxNorm,2024-02-05
251885,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,251885,RxNorm,2024-02-05
251886,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,251886,RxNorm,2024-02-05
251915,RXNORM_13AB_140407F,RXNORM_13AB_140407F,1,1308442,RxNorm,2024-02-05
251937,RXNORM_04AC_050210F,RXNORM_09AB_091102F,1,251937,RxNorm,2024-02-05
251939,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234667,RxNorm,2024-02-05
251944,RXNORM_11AB_120206F,RXNORM_11AB_120206F,1,1044908,RxNorm,2024-02-05
251950,RXNORM_11AB_120206F,RXNORM_11AB_120206F,1,864675,RxNorm,2024-02-05
251954,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1233789,RxNorm,2024-02-05
251965,RXNORM_17AA_170905F,RXNORM_20AA_200803F,1,2372247,RxNorm,2024-02-05
251983,RXNORM_11AB_120103F,RXNORM_11AB_120103F,1,1242911,RxNorm,2024-02-05
251997,RXNORM_12AB_121105F,RXNORM_12AB_121105F,1,251997,RxNorm,2024-02-05
252008,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1248202,RxNorm,2024-02-05
252013,RXNORM_16AB_161205F,RXNORM_16AB_161205F,1,252013,RxNorm,2024-02-05
252018,RXNORM_04AC_050210F,RXNORM_09AB_091102F,1,252018,RxNorm,2024-02-05
252019,RXNORM_15AB_160307F,RXNORM_15AB_160307F,1,252019,RxNorm,2024-02-05
252020,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252020,RxNorm,2024-02-05
252022,RXNORM_17AA_170905F,RXNORM_19AA_190805F,1,252022,RxNorm,2024-02-05
252034,RXNORM_17AA_170501F,RXNORM_17AA_170501F,1,252034,RxNorm,2024-02-05
252038,RXNORM_04AC_050210F,RXNORM_09AB_091102F,1,252038,RxNorm,2024-02-05
252042,RXNORM_16AB_170103F,RXNORM_16AB_170103F,1,252042,RxNorm,2024-02-05
252065,RXNORM_10AA_100706F,RXNORM_10AA_100706F,1,998544,RxNorm,2024-02-05
252071,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,252071,RxNorm,2024-02-05
252076,RXNORM_15AB_160201F,RXNORM_15AB_160201F,1,252076,RxNorm,2024-02-05
252093,RXNORM_10AA_100706F,RXNORM_10AA_100706F,1,996971,RxNorm,2024-02-05
252116,RXNORM_15AA_150803F,RXNORM_15AA_150803F,1,668538,RxNorm,2024-02-05
252117,RXNORM_16AB_170206F,RXNORM_16AB_170206F,1,252117,RxNorm,2024-02-05
252122,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252122,RxNorm,2024-02-05
252126,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234829,RxNorm,2024-02-05
252128,RXNORM_17AA_170905F,RXNORM_19AB_191202F,1,252128,RxNorm,2024-02-05
252133,RXNORM_17AA_170905F,RXNORM_19AA_190603F,1,252133,RxNorm,2024-02-05
252147,RXNORM_11AA_110906F,RXNORM_11AA_111003F,1,430509,RxNorm,2024-02-05
252161,RXNORM_17AA_170905F,RXNORM_19AB_200302F,1,252161,RxNorm,2024-02-05
252166,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,998740,RxNorm,2024-02-05
252170,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,252170,RxNorm,2024-02-05
252206,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252206,RxNorm,2024-02-05
252212,RXNORM_16AA_160502F,RXNORM_16AA_160502F,1,252212,RxNorm,2024-02-05
252214,RXNORM_17AA_170905F,RXNORM_18AB_190401F,1,412077,RxNorm,2024-02-05
252222,RXNORM_04AC_041117C,RXNORM_09AA_090908F,1,252222,RxNorm,2024-02-05
252246,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,252246,RxNorm,2024-02-05
252253,RXNORM_14AB_150302F,RXNORM_14AB_150302F,1,1603487,RxNorm,2024-02-05
252254,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,618749,RxNorm,2024-02-05
252260,RXNORM_11AA_110606F,RXNORM_11AA_110606F,1,1112874,RxNorm,2024-02-05
252270,RXNORM_16AB_170206F,RXNORM_16AB_170206F,1,252270,RxNorm,2024-02-05
252273,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252273,RxNorm,2024-02-05
252277,RXNORM_13AB_140407F,RXNORM_13AB_140407F,1,1364914,RxNorm,2024-02-05
252280,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252280,RxNorm,2024-02-05
252281,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,252281,RxNorm,2024-02-05
252287,RXNORM_04AC_050210F,RXNORM_09AA_090601F,1,252287,RxNorm,2024-02-05
252288,RXNORM_17AA_170905F,RXNORM_19AB_200302F,1,252288,RxNorm,2024-02-05
252290,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,252290,RxNorm,2024-02-05
252295,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252295,RxNorm,2024-02-05
252299,RXNORM_16AB_170306F,RXNORM_16AB_170306F,1,252299,RxNorm,2024-02-05
252303,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,252303,RxNorm,2024-02-05
252324,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,252324,RxNorm,2024-02-05
252348,RXNORM_16AA_160801F,RXNORM_16AA_160801F,1,252348,RxNorm,2024-02-05
252350,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1292355,RxNorm,2024-02-05
252363,RXNORM_11AA_110906F,RXNORM_11AA_111003F,1,1190946,RxNorm,2024-02-05
252366,RXNORM_17AA_170905F,RXNORM_19AB_200302F,1,252366,RxNorm,2024-02-05
252370,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252370,RxNorm,2024-02-05
252373,RXNORM_16AA_160801F,RXNORM_16AA_160801F,1,252373,RxNorm,2024-02-05
252377,RXNORM_11AB_120103F,RXNORM_11AB_120103F,1,1236164,RxNorm,2024-02-05
252404,RXNORM_12AB_130107F,RXNORM_12AB_130107F,1,1366844,RxNorm,2024-02-05
252405,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,252405,RxNorm,2024-02-05
252406,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,252406,RxNorm,2024-02-05
252411,RXNORM_15AB_160307F,RXNORM_15AB_160307F,1,252411,RxNorm,2024-02-05
252412,RXNORM_04AC_050210F,RXNORM_09AA_090601F,1,252412,RxNorm,2024-02-05
252432,RXNORM_15AB_151102F,RXNORM_15AB_151102F,4,1721315,RxNorm,2024-02-05
252432,RXNORM_15AB_151102F,RXNORM_15AB_151102F,4,1721314,RxNorm,2024-02-05
252432,RXNORM_15AB_151102F,RXNORM_15AB_151102F,4,1721311,RxNorm,2024-02-05
252432,RXNORM_15AB_151102F,RXNORM_15AB_151102F,4,1721310,RxNorm,2024-02-05
252437,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252437,RxNorm,2024-02-05
252438,RXNORM_10AB_110404F,RXNORM_10AB_110404F,1,1098712,RxNorm,2024-02-05
252439,RXNORM_10AB_110404F,RXNORM_10AB_110404F,1,1098714,RxNorm,2024-02-05
252441,RXNORM_15AB_160201F,RXNORM_15AB_160201F,1,252441,RxNorm,2024-02-05
252453,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252453,RxNorm,2024-02-05
252454,RXNORM_04AC_050210F,RXNORM_09AB_100104F,1,895202,RxNorm,2024-02-05
252459,RXNORM_15AA_150803F,RXNORM_15AA_150803F,1,252459,RxNorm,2024-02-05
252467,RXNORM_04AC_050210F,RXNORM_09AA_090601F,1,252467,RxNorm,2024-02-05
252473,RXNORM_13AA_130506F,RXNORM_13AA_130506F,1,1424024,RxNorm,2024-02-05
252495,RXNORM_17AA_170905F,RXNORM_19AB_191104F,1,252495,RxNorm,2024-02-05
252517,RXNORM_04AC_050210F,RXNORM_09AB_091102F,1,252517,RxNorm,2024-02-05
252527,RXNORM_04AC_050210F,RXNORM_09AA_090601F,1,252527,RxNorm,2024-02-05
252528,RXNORM_15AB_160201F,RXNORM_15AB_160201F,1,252528,RxNorm,2024-02-05
252531,RXNORM_11AB_120206F,RXNORM_11AB_120206F,1,1116155,RxNorm,2024-02-05
252565,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252565,RxNorm,2024-02-05
252567,RXNORM_17AA_170905F,RXNORM_19AB_191104F,1,252567,RxNorm,2024-02-05
252570,RXNORM_17AA_170905F,RXNORM_18AB_181203F,1,252570,RxNorm,2024-02-05
252571,RXNORM_17AA_170905F,RXNORM_19AA_190603F,1,2173929,RxNorm,2024-02-05
252580,RXNORM_17AA_170905F,RXNORM_20AA_200601F,1,252580,RxNorm,2024-02-05
252581,RXNORM_17AA_170905F,RXNORM_20AA_200601F,1,252581,RxNorm,2024-02-05
252582,RXNORM_10AB_110502F,RXNORM_10AB_110502F,1,1049108,RxNorm,2024-02-05
252584,RXNORM_10AA_100907F,RXNORM_10AA_100907F,1,1009464,RxNorm,2024-02-05
252586,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234496,RxNorm,2024-02-05
252587,RXNORM_09AB_100405F,RXNORM_09AB_100405F,1,630920,RxNorm,2024-02-05
252588,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252588,RxNorm,2024-02-05
252613,RXNORM_04AC_050210F,RXNORM_09AA_090908F,1,252613,RxNorm,2024-02-05
252620,RXNORM_11AA_110906F,RXNORM_11AA_111003F,1,618750,RxNorm,2024-02-05
252630,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234510,RxNorm,2024-02-05
252643,RXNORM_12AA_120604F,RXNORM_12AA_120604F,1,1099074,RxNorm,2024-02-05
252649,RXNORM_16AA_160606F,RXNORM_16AA_160606F,1,1796087,RxNorm,2024-02-05
252656,RXNORM_09AB_100405F,RXNORM_09AB_100405F,1,309307,RxNorm,2024-02-05
252659,RXNORM_16AA_160801F,RXNORM_16AA_160801F,1,252659,RxNorm,2024-02-05
252669,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1248226,RxNorm,2024-02-05
252676,RXNORM_04AC_050210F,RXNORM_09AA_090803F,1,546477,RxNorm,2024-02-05
252677,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252677,RxNorm,2024-02-05
252678,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252678,RxNorm,2024-02-05
252679,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252679,RxNorm,2024-02-05
252680,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252680,RxNorm,2024-02-05
252681,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252681,RxNorm,2024-02-05
252682,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252682,RxNorm,2024-02-05
252683,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252683,RxNorm,2024-02-05
252684,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252684,RxNorm,2024-02-05
252687,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252687,RxNorm,2024-02-05
252688,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252688,RxNorm,2024-02-05
252689,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252689,RxNorm,2024-02-05
252690,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252690,RxNorm,2024-02-05
252691,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252691,RxNorm,2024-02-05
252692,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252692,RxNorm,2024-02-05
252694,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252694,RxNorm,2024-02-05
252695,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252695,RxNorm,2024-02-05
252696,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252696,RxNorm,2024-02-05
252697,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252697,RxNorm,2024-02-05
252698,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252698,RxNorm,2024-02-05
252699,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252699,RxNorm,2024-02-05
252702,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252702,RxNorm,2024-02-05
252703,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252703,RxNorm,2024-02-05
252704,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252704,RxNorm,2024-02-05
252705,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252705,RxNorm,2024-02-05
252706,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252706,RxNorm,2024-02-05
252707,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,252707,RxNorm,2024-02-05
252708,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252708,RxNorm,2024-02-05
252709,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252709,RxNorm,2024-02-05
252710,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252710,RxNorm,2024-02-05
252711,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,252711,RxNorm,2024-02-05
